Major,Small Major Cluster,Large Major Cluster,Job Title,Small Job Title Cluster,Large Job Title Cluster
Human Resources Management,Specialized Business,BUSINESS & MANAGEMENT,Resident Assistant,Clinical Care,Healthcare & Science
Music - Business,Arts & Theology,"ARTS, LANGUAGES & THEOLOGY",Office Assistant,Research & Science,Healthcare & Science
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Research Assistant,Research & Science,Healthcare & Science
Computer Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Laboratory Manager,Research & Science,Healthcare & Science
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Resident Advisor,Clinical Care,Healthcare & Science
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Student-Athlete Mentor,Clinical Care,Healthcare & Science
Communication Studies,Communication Studies,COMMUNICATION & MEDIA,Resident Advisor,Clinical Care,Healthcare & Science
MBA,General Business,BUSINESS & MANAGEMENT,Investment Analyst,Finance & Investment,Business & Finance
Music - Business,Arts & Theology,"ARTS, LANGUAGES & THEOLOGY",Teacher,Education,Education & Service
Criminal Justice,Social Sciences,SOCIAL SCIENCES & HUMANITIES,Paralegal,Legal & Policy,"Arts, Media & Legal"
Bus Admin - Communication,Marketing & Communication,BUSINESS & MANAGEMENT,Human Resources Coordinator,Management & Operations,Business & Finance
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Tax Accountant,Accounting & Audit,Business & Finance
MS Business Analytics,Operations & Analytics,BUSINESS & MANAGEMENT,Marketing Specialist,Sales & Marketing,Business & Finance
Biology,Biological Sciences,NATURAL & HEALTH SCIENCES,Medical Assistant,Clinical Care,Healthcare & Science
Neuroscience,Biological Sciences,NATURAL & HEALTH SCIENCES,Tax Associate,Accounting & Audit,Business & Finance
Philosophy,Humanities & Liberal Arts,SOCIAL SCIENCES & HUMANITIES,Sales Representative,Sales & Marketing,Business & Finance
Software Engineering,Computer Science & IT,ENGINEERING & TECHNOLOGY,Software Engineer,Software & Data,Technology & Engineering
Neuroscience,Biological Sciences,NATURAL & HEALTH SCIENCES,Personal Care Assistant,Clinical Care,Healthcare & Science
Electrical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Engineer,Engineering,Technology & Engineering
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Financial Planning Analyst,Finance & Investment,Business & Finance
Middle/Secondary Education,Teacher Education,EDUCATION & SOCIAL SERVICES,Teacher,Education,Education & Service
Public Health,Health & Wellness,NATURAL & HEALTH SCIENCES,Clinical Research Associate,Clinical Care,Healthcare & Science
Data Analytics,Operations & Analytics,BUSINESS & MANAGEMENT,Data Engineer,Software & Data,Technology & Engineering
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Financial Analyst,Finance & Investment,Business & Finance
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Owner,Leadership (General),Business & Finance
Journalism,Journalism & Media,COMMUNICATION & MEDIA,Communications Coordinator,Management & Operations,Business & Finance
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Mechanical Engineer,Engineering,Technology & Engineering
Data Analytics,Operations & Analytics,BUSINESS & MANAGEMENT,Financial Advisor,Finance & Investment,Business & Finance
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Accountant,Accounting & Audit,Business & Finance
Civil Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Engineer,Engineering,Technology & Engineering
MS Operations & Supply Chain Mgmt,Operations & Analytics,BUSINESS & MANAGEMENT,Buyer,Sales & Marketing,Business & Finance
Software Engineering,Computer Science & IT,ENGINEERING & TECHNOLOGY,Software Engineer,Software & Data,Technology & Engineering
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Digital Marketing Specialist,Sales & Marketing,Business & Finance
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Salesperson,Sales & Marketing,Business & Finance
Educational Studies,Teacher Education,EDUCATION & SOCIAL SERVICES,Teacher,Education,Education & Service
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Mechanical Engineer,Engineering,Technology & Engineering
Civil Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Graduate Transportation Engineer,Engineering,Technology & Engineering
Health Care MBA,General Business,BUSINESS & MANAGEMENT,Manager,Leadership (General),Business & Finance
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Tax associate,Accounting & Audit,Business & Finance
Computer Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Production Control Analyst,Management & Operations,Business & Finance
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Audit Associate,Accounting & Audit,Business & Finance
Strategic Comm: Ad and PR,Communication Studies,COMMUNICATION & MEDIA,Account Coordinator,Management & Operations,Business & Finance
Civil Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Civil Engineer,Engineering,Technology & Engineering
Civil Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Staff Engineer,Engineering,Technology & Engineering
Biochemistry,Biological Sciences,NATURAL & HEALTH SCIENCES,Medical Assistant,Clinical Care,Healthcare & Science
Civil Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Graduate Engineer,Engineering,Technology & Engineering
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Tax Associate,Accounting & Audit,Business & Finance
Computer Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Software Engineer,Software & Data,Technology & Engineering
MS Operations & Supply Chain Mgmt,Operations & Analytics,BUSINESS & MANAGEMENT,Supply Chain Analyst,Management & Operations,Business & Finance
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Actuarial Analyst,Finance & Investment,Business & Finance
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Tax Consultant,Accounting & Audit,Business & Finance
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Financial Analyst,Finance & Investment,Business & Finance
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Associate Financial Analyst,Finance & Investment,Business & Finance
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Tax Accountant,Accounting & Audit,Business & Finance
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Marketing Associate,Sales & Marketing,Business & Finance
Psychology,Social Sciences,SOCIAL SCIENCES & HUMANITIES,Behavioral Technician,IT & Infrastructure,Technology & Engineering
Real Estate Studies,Specialized Business,BUSINESS & MANAGEMENT,Intern,Clinical Care,Healthcare & Science
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Tax Associate,Accounting & Audit,Business & Finance
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Field Engineer,Engineering,Technology & Engineering
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Marketing Coordinator,Management & Operations,Business & Finance
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Research Analyst,Research & Science,Healthcare & Science
MBA,General Business,BUSINESS & MANAGEMENT,Project Engineer,Engineering,Technology & Engineering
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Financial Analyst,Finance & Investment,Business & Finance
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Automation Engineer,Engineering,Technology & Engineering
Civil Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Design engineer,Engineering,Technology & Engineering
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Sales Consultant,Sales & Marketing,Business & Finance
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Staff Accountant,Accounting & Audit,Business & Finance
Law & Compliance,Specialized Business,BUSINESS & MANAGEMENT,Associate Account Manager,Leadership (General),Business & Finance
Gen Business Mgmt,General Business,BUSINESS & MANAGEMENT,Associate account manager,Leadership (General),Business & Finance
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Associate Account Manager,Leadership (General),Business & Finance
Biology (BS),Biological Sciences,NATURAL & HEALTH SCIENCES,Legal Assistant,Research & Science,Healthcare & Science
Elementary Education (K-6),Teacher Education,EDUCATION & SOCIAL SERVICES,Teacher,Education,Education & Service
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Financial analyst,Finance & Investment,Business & Finance
Acad Behavioral Strategist,Special Education & Counseling,EDUCATION & SOCIAL SERVICES,Teacher,Education,Education & Service
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Associate Financial Representative,Finance & Investment,Business & Finance
Biology,Biological Sciences,NATURAL & HEALTH SCIENCES,Medical Scribe,Clinical Care,Healthcare & Science
Data Analytics,Operations & Analytics,BUSINESS & MANAGEMENT,Data Analyst,Software & Data,Technology & Engineering
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Manufacturing Engineer,Engineering,Technology & Engineering
Health Care MBA,General Business,BUSINESS & MANAGEMENT,Manager,Leadership (General),Business & Finance
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Audit Associate,Accounting & Audit,Business & Finance
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Account Manager,Leadership (General),Business & Finance
Biology,Biological Sciences,NATURAL & HEALTH SCIENCES,Clinical assistant,Clinical Care,Healthcare & Science
Philosophy,Humanities & Liberal Arts,SOCIAL SCIENCES & HUMANITIES,Seton Teaching Fellow,Research & Science,Healthcare & Science
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Actuarial Analyst,Finance & Investment,Business & Finance
Civil Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Civil Engineer,Engineering,Technology & Engineering
Entrepreneurship,General Business,BUSINESS & MANAGEMENT,Account Manager,Leadership (General),Business & Finance
Environmental Sci (Biology),Biological Sciences,NATURAL & HEALTH SCIENCES,Environmental Scientist,Research & Science,Healthcare & Science
Environmental Studies,Environmental Sciences,NATURAL & HEALTH SCIENCES,Environmental Scientist,Research & Science,Healthcare & Science
Elementary Education (K-6),Teacher Education,EDUCATION & SOCIAL SERVICES,Behavior Therapist,Clinical Care,Healthcare & Science
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Actuarial Analyst,Finance & Investment,Business & Finance
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Actuarial Consultant,Finance & Investment,Business & Finance
Exercise Science,Health & Wellness,NATURAL & HEALTH SCIENCES,Physical Therapy Technician,IT & Infrastructure,Technology & Engineering
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Design Engineer,Engineering,Technology & Engineering
Data Science,Computer Science & IT,ENGINEERING & TECHNOLOGY,Data Scientist,Software & Data,Technology & Engineering
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Project manager,Management & Operations,Business & Finance
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Fund Accountant,Accounting & Audit,Business & Finance
Entrepreneurship,General Business,BUSINESS & MANAGEMENT,Owner,Leadership (General),Business & Finance
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Sales Agent,Sales & Marketing,Business & Finance
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Actuarial Analyst,Finance & Investment,Business & Finance
Elementary Education (K-6),Teacher Education,EDUCATION & SOCIAL SERVICES,teacher,Education,Education & Service
Economics,Economics,BUSINESS & MANAGEMENT,Financial analyst,Finance & Investment,Business & Finance
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Actuarial Analyst,Finance & Investment,Business & Finance
Marketing Management,Marketing & Communication,BUSINESS & MANAGEMENT,Account Manager,Leadership (General),Business & Finance
Data Analytics,Operations & Analytics,BUSINESS & MANAGEMENT,Data Engineer,Software & Data,Technology & Engineering
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Financial Analyst,Finance & Investment,Business & Finance
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Mechanical Engineer,Engineering,Technology & Engineering
Civil Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Staff Engineer,Engineering,Technology & Engineering
Financial Management,Finance & Accounting,BUSINESS & MANAGEMENT,Office Assistant,Research & Science,Healthcare & Science
Gen Business Mgmt,General Business,BUSINESS & MANAGEMENT,General Manager,Leadership (General),Business & Finance
Mechanical Engineering,Engineering Disciplines,ENGINEERING & TECHNOLOGY,Product Engineer,Engineering,Technology & Engineering
Human Resources Management,Specialized Business,BUSINESS & MANAGEMENT,Marketing Specialist,Sales & Marketing,Business & Finance
